record_id,source,doi,wavelength_nm,absorption_per_m,uncertainty_per_m,temperature_C,medium,measurement_method,source_table,source_role,quality_flag,permitted_use,notes
MASON-2016-001,Mason_Cone_Fry_2016,10.1364/AO.55.007163,250,0.058710,0.017790,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-088,Mason_Cone_Fry_2016,10.1364/AO.55.007163,464,0.009550,0.000510,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-089,Mason_Cone_Fry_2016,10.1364/AO.55.007163,466,0.009790,0.000510,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-090,Mason_Cone_Fry_2016,10.1364/AO.55.007163,468,0.009990,0.000460,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-091,Mason_Cone_Fry_2016,10.1364/AO.55.007163,470,0.010300,0.000420,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-092,Mason_Cone_Fry_2016,10.1364/AO.55.007163,472,0.010650,0.000450,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-093,Mason_Cone_Fry_2016,10.1364/AO.55.007163,474,0.011000,0.000420,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-094,Mason_Cone_Fry_2016,10.1364/AO.55.007163,476,0.011380,0.000440,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-095,Mason_Cone_Fry_2016,10.1364/AO.55.007163,478,0.011770,0.000460,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-096,Mason_Cone_Fry_2016,10.1364/AO.55.007163,480,0.012140,0.000520,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-097,Mason_Cone_Fry_2016,10.1364/AO.55.007163,482,0.012540,0.000600,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-098,Mason_Cone_Fry_2016,10.1364/AO.55.007163,484,0.012940,0.000550,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-099,Mason_Cone_Fry_2016,10.1364/AO.55.007163,486,0.013360,0.000530,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-100,Mason_Cone_Fry_2016,10.1364/AO.55.007163,488,0.013910,0.000490,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-101,Mason_Cone_Fry_2016,10.1364/AO.55.007163,490,0.014600,0.000540,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-102,Mason_Cone_Fry_2016,10.1364/AO.55.007163,492,0.015450,0.000550,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-103,Mason_Cone_Fry_2016,10.1364/AO.55.007163,494,0.016480,0.000540,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-104,Mason_Cone_Fry_2016,10.1364/AO.55.007163,496,0.017740,0.000580,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-105,Mason_Cone_Fry_2016,10.1364/AO.55.007163,498,0.019260,0.000680,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-106,Mason_Cone_Fry_2016,10.1364/AO.55.007163,500,0.020730,0.000740,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-107,Mason_Cone_Fry_2016,10.1364/AO.55.007163,502,0.022420,0.000850,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-108,Mason_Cone_Fry_2016,10.1364/AO.55.007163,504,0.024240,0.000840,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-109,Mason_Cone_Fry_2016,10.1364/AO.55.007163,506,0.026680,0.000960,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-110,Mason_Cone_Fry_2016,10.1364/AO.55.007163,508,0.029710,0.001060,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-111,Mason_Cone_Fry_2016,10.1364/AO.55.007163,510,0.033000,0.001220,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-112,Mason_Cone_Fry_2016,10.1364/AO.55.007163,512,0.035690,0.001230,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-113,Mason_Cone_Fry_2016,10.1364/AO.55.007163,514,0.037380,0.001230,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-114,Mason_Cone_Fry_2016,10.1364/AO.55.007163,516,0.038210,0.001310,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-115,Mason_Cone_Fry_2016,10.1364/AO.55.007163,518,0.038780,0.001290,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-116,Mason_Cone_Fry_2016,10.1364/AO.55.007163,520,0.039170,0.001290,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-117,Mason_Cone_Fry_2016,10.1364/AO.55.007163,522,0.039620,0.001170,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-118,Mason_Cone_Fry_2016,10.1364/AO.55.007163,524,0.040170,0.001220,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-119,Mason_Cone_Fry_2016,10.1364/AO.55.007163,526,0.040880,0.001180,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-120,Mason_Cone_Fry_2016,10.1364/AO.55.007163,528,0.041620,0.001200,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-121,Mason_Cone_Fry_2016,10.1364/AO.55.007163,530,0.042420,0.001170,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-122,Mason_Cone_Fry_2016,10.1364/AO.55.007163,532,0.043300,0.001250,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-123,Mason_Cone_Fry_2016,10.1364/AO.55.007163,534,0.044360,0.001290,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-124,Mason_Cone_Fry_2016,10.1364/AO.55.007163,536,0.045410,0.001400,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-125,Mason_Cone_Fry_2016,10.1364/AO.55.007163,538,0.046450,0.001360,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-126,Mason_Cone_Fry_2016,10.1364/AO.55.007163,540,0.047540,0.001420,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-127,Mason_Cone_Fry_2016,10.1364/AO.55.007163,542,0.048820,0.001410,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-128,Mason_Cone_Fry_2016,10.1364/AO.55.007163,544,0.050400,0.001500,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-129,Mason_Cone_Fry_2016,10.1364/AO.55.007163,546,0.052240,0.001500,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-130,Mason_Cone_Fry_2016,10.1364/AO.55.007163,548,0.054250,0.001630,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
MASON-2016-131,Mason_Cone_Fry_2016,10.1364/AO.55.007163,550,0.056290,0.001840,23 ± 0.5,pure_water,ICAM-II_scattering-independent_integrating_cavity,Table_2,primary_experimental_dataset,source_reported,absorption_only,Table values converted from ×10^-3 m^-1 to m^-1; no interpolation; does not provide scattering or total attenuation.
